id	en_sentence	ta_sentence	offense_label	en_pos	en_dep	ta_pos	ta_dep
918	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET AUX AUX ADP ADJ	det root aux compound amod	VERB ADJ VERB VERB	root det obj root
919	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	INTJ DET ADJ ADV	advmod punct vocative root	ADJ ADP VERB	compound obj root
920	Who asked you, got it?	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	DET INTJ PRON INTJ PRON	amod obj nsubj det vocative	DET VERB NOUN	obj root compound
921	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	ADV ADP PRON NOUN	advmod punct compound nsubj	DET PART VERB	det advmod root
922	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	PRON ADV NOUN	amod amod punct	PROPN PART PART	obj nsubj nsubj
923	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX DET ADJ NOUN	det aux vocative amod amod	VERB NOUN ADV	nsubj advmod compound
924	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	PRON ADJ PROPN	case punct obj	DET ADV ADJ	obj amod advmod
925	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	INTJ AUX ADJ ADV	punct punct case compound	PROPN NOUN VERB	obj compound root
926	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	ADP INTJ PRON AUX	compound amod amod advmod	ADP ADJ VERB	case nsubj root
927	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PROPN VERB ADJ VERB	punct root case punct	ADP VERB	obj root
928	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	DET PROPN AUX PART	compound case aux root	PRON VERB ADJ VERB	nsubj root compound root
929	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PRON VERB INTJ	nsubj vocative root cop	ADJ VERB VERB	advmod obj root
930	Oh great, another brilliant plan	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	PROPN ADJ ADV ADJ ADJ	case amod advmod amod det	NOUN ADP ADP ADJ VERB	obj advmod amod case root
931	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	DET DET PRON	cop vocative nsubj	DET VERB DET	amod obj obj
932	We will make you pay	நாங்கள் உன்னால் கட்டவைக்கிறோம்	threat	PRON AUX VERB PRON VERB	nsubj aux root nsubj root	PRON ADP VERB	nsubj compound root
933	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON NOUN VERB ADP	nsubj obj root nsubj	PART VERB VERB	obj nsubj root
934	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	ADV AUX AUX NOUN	obj advmod aux advmod	PRON VERB PROPN VERB	nsubj nsubj obj root
935	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PRON PART AUX NOUN	compound obj aux punct	PRON VERB ADV VERB	nsubj nsubj compound root
936	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET ADV	nsubj root det det	ADP VERB ADP VERB	advmod nsubj det root
937	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET ADJ NOUN ADP VERB ADV	det root amod punct root advmod	NOUN ADV PART VERB ADV	det obj nsubj nsubj det
938	You are a constant problem	நீ எப்போதும் ஒரு பிரச்சினை	harassment_bullying	PRON AUX ADV PRON DET	nsubj aux obj vocative cop	PRON VERB ADJ ADP	obj obj advmod det
939	You are a constant problem	நீ எப்போதும் ஒரு பிரச்சினை	harassment_bullying	PRON AUX PROPN PROPN DET	nsubj aux advmod amod root	PRON VERB PROPN PART	obj nsubj case obj
940	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ ADP NOUN AUX	amod advmod root nsubj	ADV VERB VERB PROPN	det obj root nsubj
941	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX VERB ADJ AUX	det aux obj amod obj	VERB DET NOUN	obj obj compound
942	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET PROPN	nsubj root det vocative	NOUN VERB ADP VERB	compound root advmod root
943	We don't need your input, got it?	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON INTJ VERB PROPN ADJ NOUN AUX	nsubj det root det compound case compound	VERB VERB ADP ADV	obj root case det
944	Your opinion doesn't matter, got it?	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	PRON INTJ NOUN VERB VERB DET	root case nsubj vocative punct advmod	VERB ADJ PROPN	nsubj amod det
945	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB PRON PRON	nsubj advmod root compound nsubj	PRON VERB PART ADV	obj obj compound det
946	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON AUX VERB AUX	nsubj amod root vocative	NOUN VERB VERB	advmod nsubj root
947	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV ADV PRON PRON	amod advmod obj nsubj advmod	ADV PROPN ADP	amod compound advmod
948	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	NOUN DET AUX PRON PRON	compound det aux root nsubj	VERB VERB DET VERB VERB	obj obj amod nsubj root
949	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADJ	obj advmod
950	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON INTJ VERB PROPN	nsubj amod root nsubj	PROPN VERB VERB	compound obj root
951	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON PROPN VERB AUX ADP	nsubj punct root vocative amod	VERB VERB ADP ADV	obj root case case
952	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	ADJ ADV AUX ADJ	cop advmod root root	PROPN PROPN VERB	advmod det root
953	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX VERB ADJ VERB	det aux obj amod vocative	VERB ADP PART	nsubj amod compound
954	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADP	nsubj compound
955	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX PART VERB NOUN NOUN PRON	nsubj aux det case cop amod cop	PRON VERB PROPN ADP PROPN	obj obj nsubj compound det
956	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	INTJ DET AUX DET	vocative vocative advmod det	VERB ADP ADV	obj advmod case
957	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV PRON INTJ ADP	nsubj advmod det punct vocative	PRON VERB ADJ DET	obj nsubj compound amod
958	Lovely, exactly what we needed 🙄	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV VERB PRON PROPN PART	amod advmod nsubj nsubj vocative vocative	PART ADJ PART	obj compound obj
959	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	ADJ AUX AUX ADJ	advmod case aux nsubj	PRON VERB PROPN VERB	nsubj nsubj obj root
960	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET PART AUX ADP ADJ	det amod aux advmod amod	VERB PART VERB VERB	nsubj obj obj root
961	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADV	nsubj case
962	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	ADJ VERB ADP ADP	det advmod advmod compound	ADV PROPN VERB	det nsubj root
963	We will make you pay	நாங்கள் உன்னால் கட்டவைக்கிறோம்	threat	PRON AUX VERB PRON VERB	nsubj aux root nsubj root	PRON DET VERB	obj det root
964	Keep them away from us	அவர்களை எங்களிடமிருந்து விலக்கி வையுங்கள்	hate_speech	VERB NOUN PART DET PROPN	root case case cop advmod	PROPN VERB DET ADP	det obj compound compound
965	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	DET ADP PROPN PRON	vocative vocative det vocative	PROPN PROPN VERB	obj compound root
966	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	ADP PART PROPN ADP	det det compound obj	ADV PROPN VERB	case advmod root
967	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ ADV ADJ	nsubj aux amod det cop	PRON NOUN	nsubj det
968	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PART VERB AUX ADV	punct punct aux root	PRON VERB ADV VERB	obj root case root
969	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	PART DET AUX ADP PRON	root det aux cop case	VERB VERB ADV VERB VERB	obj nsubj amod obj root
970	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	NOUN NOUN PRON ADV	obj root nsubj advmod	ADV PRON VERB ADP	compound obj nsubj obj
971	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	ADV INTJ PRON AUX ADJ	amod cop nsubj aux amod	PRON VERB ADJ VERB VERB	obj nsubj det nsubj root
972	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET PART PROPN ADV VERB ADV	det vocative det compound root advmod	ADJ ADP PART VERB PROPN	advmod obj advmod obj obj
973	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB PRON PRON ADV	nsubj aux root amod nsubj advmod	PROPN VERB VERB	case nsubj root
974	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET DET	nsubj root det root	PROPN VERB DET VERB	case nsubj advmod root
975	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB VERB PRON	nsubj advmod root obj nsubj	PRON VERB PROPN PART	nsubj root obj case
976	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	INTJ INTJ AUX VERB	root vocative aux advmod	PRON VERB ADJ VERB	nsubj nsubj case root
977	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV PRON PRON PROPN	amod advmod amod nsubj cop	ADJ PROPN ADP	nsubj amod case
978	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON NOUN VERB INTJ AUX	nsubj amod root advmod det	VERB VERB NOUN PROPN	nsubj root amod amod
979	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB PROPN PRON	nsubj advmod root compound nsubj	PRON VERB ADP PART	nsubj obj nsubj amod
980	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	PRON DET AUX DET PROPN	punct det aux punct punct	VERB VERB ADJ VERB VERB	nsubj root nsubj root root
981	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	ADV NOUN AUX ADJ	amod compound aux obj	PRON VERB DET VERB	nsubj nsubj det root
982	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON VERB VERB PROPN VERB	nsubj case root det det	VERB VERB PROPN PROPN	root obj nsubj amod
